id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
811634,The Monkey King: Reborn,"Animation,Action,Fantasy",zh,"At the beginning of chaos, the first demon in the world was born, named Yuandi, and it was worshipped as the ancestor of demons. Thousands of years later, the former demon king Sun Wukong is rescued from the Five Elements Mountain by Monk Tang, who promises to protect him and go to the West to get the scriptures.",13.335,2021-04-02,7.1,232
632666,Unpregnant,"Drama,Comedy",en,"A 17-year old Missouri teen discovers she has gotten pregnant, a development that threatens to end her dreams of matriculating at an Ivy League college, and the career that could follow.",11.273,2020-09-10,7.1,203
517331,The Realm,"Thriller,Mystery,Drama",es,"Manuel, a Spanish politician whose high-class lifestyle is based on nefarious and illegal business threatens to break his entire party after a newspaper exposes him to the public eye. Rather than admit to any wrongdoing, he decides to sell out his whole party in an effort to avoid jail time. It's a decision that will put many lives at risk.",7.771,2018-09-28,7.1,333
371638,The Disaster Artist,"Comedy,Drama",en,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",12.928,2017-03-12,7.1,3085
75258,Secret of the Wings,"Animation,Family,Fantasy,Adventure",en,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,69.346,2012-08-17,7.1,969
13459,Barbie in 'A Christmas Carol',"Animation,Family",en,"On Christmas Eve, Kelly is reluctant to go to a Christmas Eve ball, so Barbie tells her the story of Eden Starling, a glamourous singing diva in the Victorian England and the owner of a theatre house. However, Eden is self-centred and loves only herself. She is frequently accompanied by her snooty cat, Chuzzlewit. She does not believe in Christmas and orders all her employees to work on Christmas.",24.482,2008-11-03,7.1,429
473,Pi,"Mystery,Drama,Thriller",en,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",13.935,1998-07-10,7.1,1777
639721,The Addams Family 2,"Animation,Adventure,Comedy,Family",en,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,232.415,2021-10-01,7.1,899
123377,Pietà,Drama,ko,A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.,9.324,2012-09-05,7.1,279
58574,Sherlock Holmes: A Game of Shadows,"Adventure,Action,Crime,Mystery",en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",50.902,2011-11-22,7.1,9095
69315,Battlestar Galactica: Razor,"Science Fiction,Action,Drama,Thriller,TV Movie",en,A two-hour Battlestar Galactica special that tells the story of the Battlestar Pegasus several months prior to it finding the Galactica.,10.93,2007-11-12,7.1,310
10986,The Taming of the Scoundrel,Comedy,it,"A rich farmer is well known for being very unkind. He's misanthropic, misogynous and cantankerous. Until he meets by chance a gorgeous girl...",17.783,1980-12-20,7.1,380
9846,To Live and Die in L.A.,"Crime,Thriller,Action",en,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.,8.917,1985-11-01,7.1,461
4192,Death on the Nile,Mystery,en,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",16.835,1978-09-29,7.1,563
63831,The Kid with a Bike,Drama,fr,"Abandoned by his father, a young boy is left in the hands of an unqualified childcare provider.",8.018,2011-05-18,7.1,332
291270,Anomalisa,"Animation,Drama,Romance,Comedy",en,An inspirational speaker becomes reinvigorated after meeting a lively woman who shakes up his mundane existence.,11.695,2015-12-30,7.1,1438
82693,Silver Linings Playbook,"Drama,Comedy,Romance",en,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",37.824,2012-11-16,7.1,10609
8051,Punch-Drunk Love,"Comedy,Drama,Romance",en,A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.,14.552,2002-10-25,7.1,1803
2100,The Last Castle,"Action,Drama,Thriller",en,A court-martialed general rallies together 1200 inmates to rise against the system that put him away.,12.439,2001-10-19,7.1,974
327,Brother,"Crime,Drama,Thriller",en,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",11.976,2000-12-13,7.1,321
206563,Trash,"Adventure,Crime,Drama,Thriller",pt,"Set in Brazil, three kids who make a discovery in a garbage dump soon find themselves running from the cops and trying to right a terrible wrong.",10.075,2014-10-09,7.1,517
89636,Dragon Ball Z: Plan to Eradicate the Super Saiyans,"Action,Animation,Adventure",ja,"Dr. Raichi is one of the only survivors of the Tuffles, a race that once lived on Planet Plant before the coming of the Saiyans. The Saiyans not only massacred the entire Tuffle race, but also stole their technology and conquered the planet, renaming it Planet Vegeta in honor of their king. Raichi managed to escape with a capsule and found refuge on the Dark Planet, a world at the end of the universe. His only wish is to eradicate the last remaining Saiyans.",79.609,2010-11-11,7.1,243
48034,Little White Lies,"Comedy,Drama",fr,"Despite a traumatic event, a group of friends decide to go ahead with their annual beach vacation. Their relationships, convictions, sense of guilt and friendship are sorely tested. They are finally forced to own up to the little white lies they've been telling each other.",12.351,2010-10-20,7.1,1311
38438,Buffet Froid,"Comedy,Crime",fr,"An absurd black comedy that cunningly reverses the conventions of the crime thriller to comment on the alienating and dehumanizing effects of contemporary urban life. Alphonse Tram is unwittingly involved in several murders despite having no memory of committing the crimes. His confusion lead him to confess to his neighbour, Inspector Morvandieu. Alphonse and Morvandieu become the axis around which murders occur.",6.413,1979-12-19,7.1,207
11897,How the West Was Won,Western,en,"The epic tale of the development of the American West from the 1830s through the Civil War to the end of the century, as seen through the eyes of one pioneer family.",13.868,1962-10-01,7.1,326
11316,Macbeth,"War,Drama",en,"Scotland, 11th century. Driven by the twisted prophecy of three witches and the ruthless ambition of his wife, warlord Macbeth, bold and brave, but also weak and hesitant, betrays his good king and his brothers in arms and sinks into the bloody mud of a path with no return, sown with crime and suspicion.",8.392,1971-12-20,7.1,217
8470,John Q,"Drama,Thriller,Crime",en,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",18.969,2002-02-15,7.1,1908
1089,Point Break,"Action,Thriller,Crime",en,"In Los Angeles, a gang of bank robbers who call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. Believing that the members of the gang could be surfers, the F.B.I. sends young agent Johnny Utah to the beach undercover to mix with the surfers and gather information.",22.252,1991-01-31,7.1,2837
9322,La Femme Nikita,"Action,Thriller",fr,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance - as a secret political assassin controlled by the government.",19.551,1990-02-21,7.1,1552
276,The Edukators,"Drama,Comedy",de,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,6.031,2004-10-25,7.1,273
606954,I Hate Summer,Comedy,it,"Three families end up in the same rented house. Throughout the summer, they become friends and rediscover how to enjoy life.",7.947,2020-01-30,7.1,751
212778,Chef,Comedy,en,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",14.517,2014-05-08,7.1,2705
196024,The Keeper of Lost Causes,"Thriller,Mystery,Crime",da,"Denmark, 2013. Police officers Carl Mørck and Hafez el-Assad, sole members of Department Q, which is focused on closing cold cases, investigate the disappearance of politician Merete Lynggaard, vanished when she and her brother were traveling aboard a ferry five years ago.",13.291,2013-10-03,7.1,584
22383,The Professionals,"Western,Action,Adventure",en,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,11.181,1966-11-01,7.1,211
12914,Stargate: Continuum,"Adventure,Science Fiction,TV Movie",en,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,12.711,2008-07-29,7.1,382
249688,The End of the Tour,Drama,en,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",8.286,2015-07-31,7.1,462
11634,Show Me Love,"Comedy,Romance,Drama",sv,"Åmål is a small insignificant town where nothing ever happens, where the latest trends are out of date when they get there. Young Elin has a bit of a bad reputation when it comes to guys, but the fact is that she has never done it. Another girl in her school, Agnes, is in love with her but is too shy to do anything about it. For different reasons, Elin ends up at Agnes' birthday party as the only guest. They have a girl's night out together but after that Elin desperately avoids Agnes, refusing to even consider her own homosexuality.",7.53,1998-10-23,7.1,384
109410,42,Drama,en,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",20.517,2013-04-12,7.1,1502
785538,7 Prisoners,"Drama,Crime",pt,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,86.827,2021-10-22,7.1,265
532814,The Bad Seed,"Drama,Horror,Thriller",en,A widower suspects that his seemingly perfect adolescent daughter is a heartless killer.,12.126,2018-09-09,7.1,224
11042,The Barbarian Invasions,"Comedy,Drama",fr,"In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on.",6.922,2003-09-24,7.1,293
10590,We Were Soldiers,"Action,History,War",en,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,20.068,2002-03-01,7.1,1637
2028,Say Anything...,"Romance,Comedy,Drama",en,A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,16.652,1989-04-14,7.1,783
567604,Once Upon a Deadpool,"Comedy,Action,Adventure",en,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2 as a Princess Bride-esque story that's full of magic, wonder & zero F's.",63.279,2018-12-11,7.1,580
23483,Kick-Ass,"Action,Crime",en,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",65.605,2010-03-22,7.1,10220
18912,Angst,"Crime,Drama,Horror,Thriller",de,"A killer is released from prison and breaks into a remote home to kill a woman, her handicapped son and her pretty daughter.",6.161,1983-01-01,7.1,235
65,8 Mile,"Music,Drama",en,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",34.805,2002-11-08,7.1,5973
759175,The Princess,"Fantasy,Action",en,"A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",2456.15,2022-06-16,7.2,264
369523,The Tale,"Drama,TV Movie",en,An investigation into one woman’s memory as she‘s forced to re-examine her first sexual relationship and the stories we tell ourselves in order to survive.,14.161,2018-01-20,7.1,349
336843,Maze Runner: The Death Cure,"Science Fiction,Action,Adventure,Thriller",en,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",108.102,2018-01-10,7.1,6496
19833,In the Loop,Comedy,en,"The US President and the UK Prime Minister are planning on launching a war in the Middle East, but—behind the scenes—government officials and advisers are either promoting the war or are trying to prevent it.",8.329,2009-01-22,7.1,508
13701,Immortal Beloved,"Drama,Music,Romance",en,"A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius.",10.203,1994-12-16,7.1,261
25300,I'm Not Scared,"Mystery,Drama,Thriller,Crime",it,"While playing outside one day, nine-year-old Michele discovers Filippo, who is chained to the ground at the bottom of a hole. Michele witnesses town baddie Felice nearby and suspects something bad is happening. Michele is unsure whom he should tell about his discovery, eventually spilling the beans to his closest friend. Michele's parents learn of his discovery and warn him to forget what he saw",6.683,2003-02-08,7.1,865
15400,Mickey's Once Upon a Christmas,"Animation,Family,Comedy",en,"Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.",12.818,1999-10-31,7.1,520
11296,Birdy,Drama,en,"Two young men are seriously affected by the Vietnam war. One of them has always been obsessed with birds - but now believes he really is a bird, and has been sent to a mental hospital. Can his friend help him pull through?",9.868,1984-12-14,7.1,391
4643,The Guardian,"Drama,Action",en,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer, Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",15.935,2006-09-28,7.1,1223
335797,Sing,"Animation,Comedy,Family,Music",en,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,105.481,2016-11-23,7.1,6848
308639,Dope,"Crime,Drama,Comedy",en,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",16.117,2015-06-19,7.1,1253
16553,Little Manhattan,"Comedy,Romance",en,"Ten-year-old Gabe was just a normal kid growing up in Manhattan until Rosemary Telesco walked into his life, actually into his karate class. But before Gabe can tell Rosemary how he feels, she tells him she will not be going to public school any more. Gabe has a lot more to learn about life, love, and girls.",13.755,2005-09-26,7.1,596
7972,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",en,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.",14.485,2007-09-26,7.1,1173
2323,Field of Dreams,"Drama,Fantasy,Comedy",en,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",12.582,1989-04-21,7.1,1158
711,Finding Forrester,Drama,en,Gus Van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,7.859,2000-12-21,7.1,889
267,Live Flesh,"Drama,Thriller,Romance",es,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,8.546,1997-10-10,7.1,524
506281,The World to Come,"Romance,Drama,Western",en,"In 1856, two women forge a close connection despite their isolation on the American frontier.",36.313,2021-02-12,7.1,212
36950,You Don't Know Jack,"Drama,TV Movie",en,Controversy and legal problems follow Dr. Jack Kevorkian as he advocates assisted suicide.,9.412,2010-04-14,7.1,316
25736,The Postman Always Rings Twice,"Crime,Drama,Mystery,Romance,Thriller",en,"A married woman and a drifter fall in love, then plot to murder her husband.",9.038,1946-05-02,7.1,237
5488,"I'm a Cyborg, but That's OK","Drama,Comedy,Romance",ko,"Young-goon, mentally deranged and frequently electro-charging herself with a transistor radio, has been admitted into a mental institution. Firmly believing herself to be a cyborg, she refuses to consume like a human being. Il-soon is another patient, who catches the eye of Young-goon and soon becomes a close friend. Il-soon is now confronted with the biggest task: to cure Young-goon's mental problem and have her eat real food.",7.242,2006-12-07,7.1,376
1682,Mothra vs. Godzilla,"Action,Adventure,Science Fiction",ja,"Journalists Ichiro Sakai and Junko cover the wreckage of a typhoon when an enormous egg is found and claimed by greedy entrepreneurs. Mothra's fairies arrive and are aided by the journalists in a plea for its return. As their requests are denied, Godzilla arises near Nagoya and the people of Infant Island must decide if they are willing to answer Japan's own pleas for help.",7.53,1964-04-29,7.1,203
696806,The Adam Project,"Action,Adventure,Comedy,Science Fiction",en,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",337.443,2022-03-11,7.1,2684
507076,Climax,"Drama,Horror,Music",fr,Young dancers gather in a remote and empty school building to rehearse on a cold and wintry night. The all-night celebration soon turns into a hallucinatory nightmare when they learn that their sangria is laced with LSD.,21.007,2018-09-19,7.1,1620
324560,Brimstone,"Western,Mystery,Thriller,Drama",en,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",23.798,2016-03-12,7.1,896
27725,High Sierra,"Action,Adventure,Crime,Drama,Thriller",en,"Given a pardon from jail, Roy Earle gets back into the swing of things as he robs a swanky resort.",6.715,1941-01-23,7.1,233
19703,A Wednesday!,"Drama,Thriller",hi,"A retired police commissioner recounts the most memorable case of his career, wherein he was informed about a bomb scare in Mumbai.",7.412,2008-09-05,7.1,233
19123,La Chèvre,"Comedy,Crime,Adventure",fr,"When the boss' unlucky daughter is missing in South America, Campana is sent to watch the boss' most unlucky employee who is sent as a private detective in hopes he can duplicate the daughter's mistakes.",7.243,1981-12-09,7.1,494
11177,Mask,Drama,en,A boy with a massive facial skull deformity and biker gang mother attempts to live as normal a life as possible under the circumstances.,11.089,1985-03-08,7.1,328
8697,Who Am I?,"Adventure,Action,Comedy,Thriller",cn,"A group of covert CIA operatives trailing a potential new energy source are double-crossed by corrupt agent Morgan, who causes a helicopter crash in remote South Africa. The sole survivor, suffering severe amnesia, is nursed to recovery by a kindly native tribe who call him ""Whoami"" after the question he keeps asking. With the help of a mysterious reporter Christine, Whoami pieces together his past and tracks the turncoat agent and his criminal cohorts.",22.623,1998-01-17,7.1,669
408,Snow White and the Seven Dwarfs,"Fantasy,Animation,Family",en,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",86.268,1937-12-21,7.1,6272
394374,At the End of the Tunnel,"Crime,Thriller",es,A paraplegic computer engineer that moves in a wheelchair and works in his basement starts hearing noises and voices of bank-robbers.,24.179,2016-04-21,7.1,307
365942,The Space Between Us,"Romance,Adventure,Science Fiction,Drama",en,A young man raised by scientists on Mars returns to Earth to find his father.,21.852,2017-01-26,7.1,2178
353728,Closet Monster,Drama,en,A creative and driven teenager is desperate to escape his hometown and the haunting memories of his turbulent childhood.,8.005,2016-07-15,7.1,227
272878,Max,"Adventure,Drama",en,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,30.147,2015-06-26,7.1,652
11462,Suspicion,"Mystery,Romance,Thriller",en,"Wealthy, sheltered Lina McLaidlaw is swept off her feet by charming ne'er-do-well Johnnie Aysgarth. Though warned that Johnnie is little more than a fortune hunter, Lina marries him anyway and remains loyal to her irresponsible husband as he plows his way from one disreputable business scheme to another. Gradually Lina comes to the conclusion that Johnnie intends to kill her in order to collect her inheritance. The suspicion seems confirmed when Johnnie's business partner dies under mysterious circumstances.",10.993,1941-11-14,7.1,590
1924,Superman,"Science Fiction,Action,Adventure",en,"Mild-mannered Clark Kent works as a reporter at the Daily Planet alongside his crush, Lois Lane. Clark must summon his superhero alter-ego when the nefarious Lex Luthor launches a plan to take over the world.",41.859,1978-12-13,7.1,3064
401,Garden State,"Comedy,Drama,Romance",en,"Andrew returns to his hometown for the funeral of his mother, a journey that reconnects him with past friends. The trip coincides with his decision to stop taking his powerful antidepressants. A chance meeting with Sam - a girl also suffering from various maladies - opens up the possibility of rekindling emotional attachments, confronting his psychologist father, and perhaps beginning a new life.",8.789,2004-07-28,7.1,1497
302429,Strange Magic,"Music,Animation,Family,Fantasy",en,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",28.0,2015-01-23,7.1,363
157370,Kill Your Darlings,"Drama,Romance,Thriller",en,"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.",14.349,2013-09-19,7.1,1190
727745,The Kissing Booth 3,"Romance,Comedy",en,"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",105.389,2021-08-11,7.1,1468
340027,Brain on Fire,Drama,en,"Susannah Cahalan, an up-and-coming journalist at the New York Post becomes plagued by voices in her head and seizures, causing a rapid descent into insanity.",13.832,2017-02-22,7.1,1216
30159,I Confess,"Crime,Drama,Thriller",en,"Unable, due to the seal of the confessional, to be forthcoming with information that would serve to clear himself during a murder investigation, a priest becomes the prime suspect.",7.817,1953-02-28,7.1,309
8428,Pump Up the Volume,"Music,Drama",en,"Mark Hunter, a lonely high school student, uses his shortwave radio to moonlight as the popular pirate DJ ""Hard Harry."" When his show gets blamed for a teen committing suicide, the students clash with high school faculty and the authorities.",8.116,1990-08-22,7.1,265
1259,Notes on a Scandal,"Drama,Romance",en,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",10.235,2006-12-25,7.1,690
441829,Team Thor: Part 2,"Science Fiction,Comedy,Fantasy",en,"A continuation of the documentary spoof of what Thor and his roommate Darryl were up to during the events of ""Captain America: Civil War"". While Cap and Iron Man duke it out, Thor tries to pay Darryl his rent in Asgardian coins.",18.032,2017-02-14,7.1,234
31587,Scarecrow,Drama,en,"Two drifters bum around, visit earthy women and discuss opening a car wash in Pittsburgh.",6.23,1973-04-11,7.1,213
11050,Terms of Endearment,"Drama,Comedy",en,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",8.589,1983-11-20,7.1,593
5693,Hoosiers,"Drama,Family",en,"High school basketball is king in small-town Indiana, and the 1954 Hickory Huskers are all hope and no talent. But their new coach -- abrasive, unlikable Norman Dale -- whips the team into shape ... while also inciting controversy.",9.706,1986-11-14,7.1,385
157832,Calvary,Drama,en,"After being threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",7.344,2014-04-11,7.1,767
11815,The Fly,"Drama,Horror,Science Fiction",en,"Industrialist François Delambre is called late at night by his sister-in-law, Helene Delambre, who tells him that she has just killed her husband, André. Reluctant at first, she eventually explains to the police that André invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber during the matter transference.",11.118,1958-07-16,7.1,399
617762,The Electrical Life of Louis Wain,"Drama,History,Comedy",en,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.",19.656,2021-10-21,7.1,278
12579,The Woman Next Door,"Drama,Romance",fr,"Madame Jouve, the narrator, tells the tragedy of Bernard and Mathilde. Bernard was living happily with his wife Arlette and his son Thomas. One day, a couple, Philippe and Mathilde Bauchard, moves into the next house. This is the accidental reunion of Bernard and Mathilde, who had a passionate love affair years ago. The relationship revives... A somber study of human feelings.",5.422,1981-09-30,7.1,233
11687,The Visitors,"Fantasy,Comedy",fr,"This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcerer. Mayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past.",11.933,1993-01-27,7.1,1603
10537,The Doors,"Music,Drama",en,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",14.089,1991-03-01,7.1,1102
10340,Lady and the Tramp,"Family,Animation,Romance",en,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",60.973,1955-06-22,7.1,4481
1807,Elephant,"Crime,Drama",en,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent.,19.321,2003-09-20,7.1,1489
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",130.933,2005-12-07,7.1,8712
799876,The Outfit,"Crime,Drama,Thriller",en,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",460.021,2022-03-03,7.1,331
46829,Barney's Version,"Comedy,Drama",en,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",8.63,2010-10-26,7.1,360
12545,Jesus Christ Superstar,"Music,History,Drama",en,"Recounts the last days of Jesus Christ from the perspective of Judas Iscariot, his betrayer. As Jesus' following increases, Judas begins to worry that Jesus is falling for his own hype, forgetting the principles of his teachings and growing too close to the prostitute Mary Magdalene. After Jesus has an outburst in a temple, Judas turns on him.",14.315,1973-08-15,7.1,459
11934,The Hudsucker Proxy,"Comedy,Drama",en,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,9.672,1994-03-11,7.1,806
1443,The Virgin Suicides,"Drama,Romance",en,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",17.881,1999-12-31,7.1,2512
641662,Pieces of a Woman,Drama,en,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.",10.502,2020-12-30,7.1,970
468225,The Starling,Drama,en,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,28.344,2021-09-17,7.1,208
302401,Snowden,"Drama,History,Crime,Thriller",en,CIA employee Edward Snowden leaks thousands of classified documents to the press.,18.821,2016-09-15,7.1,3780
203801,The Man from U.N.C.L.E.,"Comedy,Action,Adventure",en,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",28.562,2015-08-13,7.1,5353
77495,Sleep Tight,"Thriller,Horror",es,"César, an unhappy concierge, maintains a peculiar relationship with the very diverse inhabitants of the upper-class apartment building where he works in Barcelona.",23.407,2011-10-14,7.1,840
23169,Remember Me,"Drama,Romance",en,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",20.703,2010-04-07,7.1,3164
13925,Luxo Jr.,"Animation,Comedy",en,"A baby lamp finds a ball to play with and it's all fun and games until the ball bursts. Just when the elder Luxo thinks his kid will settle down for a bit, Luxo Jr. finds a ball ten times bigger.",9.162,1986-08-17,7.1,484
468198,The Place,"Drama,Thriller,Mystery",it,"In a coffee shop, nine seemingly unrelated strangers meet with a mysterious man who seems to have the power to grant all their wishes, in return for which they must carry out any task he decides to assign them.",8.199,2017-11-04,7.1,1087
